order_id,order_date,ship_date,customer_id,product_id,quantity,discount,sales,cost,profit
ORD-000761,2025-01-01,2025-01-07,CUST-00523,PROD-00071,7,0.3,2994.1,2437.96,556.14
ORD-000762,2025-06-10,2025-06-15,CUST-00162,PROD-00174,6,0.0,1326.18,1056.12,270.06
ORD-000763,2025-01-26,2025-02-01,CUST-00573,PROD-00106,7,0.0,235.2,153.58,81.62
ORD-000764,2025-01-31,2025-02-02,CUST-00161,PROD-00131,5,0.15,2238.22,1495.0,743.22
ORD-000765,2024-11-27,2024-12-02,CUST-00057,PROD-00001,6,0.1,218.43,128.4,90.03
ORD-000766,2024-09-12,2024-09-13,CUST-00302,PROD-00106,2,0.0,67.2,43.88,23.32
ORD-000767,2024-12-23,2024-12-29,CUST-00029,PROD-00153,6,0.0,3039.18,2260.5,778.68
ORD-000768,2024-03-31,2024-04-05,CUST-00516,PROD-00038,4,0.1,52.81,36.04,16.77
ORD-000769,2025-12-13,2025-12-18,CUST-00446,PROD-00111,1,0.05,104.49,88.63,15.86
ORD-000770,2025-06-19,2025-06-25,CUST-00033,PROD-00135,7,0.0,3556.0,2366.35,1189.65
ORD-000771,2025-12-09,2025-12-11,CUST-00527,PROD-00021,6,0.1,1324.73,942.72,382.01
ORD-000772,2024-07-02,2024-07-06,CUST-00378,PROD-00050,4,0.05,974.43,560.76,413.67
ORD-000773,2025-11-04,2025-11-07,CUST-00391,PROD-00168,5,0.2,439.24,324.15,115.09
ORD-000774,2025-09-12,2025-09-17,CUST-00361,PROD-00055,1,0.0,302.22,216.92,85.3
ORD-000775,2025-05-16,2025-05-17,CUST-00130,PROD-00207,5,0.0,1754.95,1376.05,378.9
ORD-000776,2025-04-06,2025-04-08,CUST-00500,PROD-00137,3,0.05,291.21,186.09,105.12
ORD-000777,2024-09-18,2024-09-21,CUST-00596,PROD-00030,1,0.15,151.99,145.84,6.15
ORD-000778,2025-09-18,2025-09-24,CUST-00222,PROD-00090,2,0.0,598.3,319.46,278.84
ORD-000779,2025-01-01,2025-01-02,CUST-00589,PROD-00068,5,0.0,2227.05,1751.75,475.3
ORD-000780,2024-02-24,2024-02-28,CUST-00512,PROD-00088,1,0.05,102.14,59.24,42.9
ORD-000781,2024-09-15,2024-09-16,CUST-00558,PROD-00179,3,0.1,637.36,412.32,225.04
ORD-000782,2025-11-30,2025-12-02,CUST-00476,PROD-00130,6,0.05,1649.81,992.34,657.47
ORD-000783,2025-10-14,2025-10-16,CUST-00390,PROD-00087,5,0.0,1035.85,640.25,395.6
ORD-000784,2025-12-23,2025-12-28,CUST-00270,PROD-00149,4,0.05,1140.87,674.72,466.15
ORD-000785,2025-04-08,2025-04-14,CUST-00420,PROD-00024,6,0.2,1099.1,1175.04,-75.94
ORD-000786,2024-07-25,2024-07-28,CUST-00339,PROD-00045,6,0.0,647.4,467.7,179.7
ORD-000787,2024-05-04,2024-05-07,CUST-00061,PROD-00038,2,0.0,29.34,18.02,11.32
ORD-000788,2024-05-23,2024-05-27,CUST-00549,PROD-00175,7,0.0,2831.5,1891.82,939.68
ORD-000789,2024-01-16,2024-01-21,CUST-00424,PROD-00218,1,0.0,653.29,385.42,267.87
ORD-000790,2024-11-09,2024-11-15,CUST-00406,PROD-00209,6,0.05,2598.91,2085.72,513.19
ORD-000791,2024-05-26,2024-06-01,CUST-00328,PROD-00098,2,0.0,1148.66,631.46,517.2
ORD-000792,2024-11-19,2024-11-23,CUST-00336,PROD-00094,6,0.1,190.62,148.26,42.36
ORD-000793,2025-11-30,2025-12-02,CUST-00483,PROD-00134,4,0.1,1968.98,1534.24,434.74
ORD-000794,2024-11-28,2024-12-01,CUST-00425,PROD-00075,6,0.1,3025.3,2218.32,806.98
ORD-000795,2025-11-03,2025-11-04,CUST-00427,PROD-00181,7,0.0,2444.47,1294.23,1150.24
ORD-000796,2025-03-22,2025-03-23,CUST-00211,PROD-00185,3,0.05,1433.49,1158.21,275.28
ORD-000797,2024-07-24,2024-07-27,CUST-00215,PROD-00132,2,0.15,435.2,294.62,140.58
ORD-000798,2024-10-18,2024-10-19,CUST-00271,PROD-00098,2,0.1,1033.79,631.46,402.33
ORD-000799,2024-03-05,2024-03-06,CUST-00575,PROD-00116,5,0.1,617.72,480.25,137.47
ORD-000800,2024-10-01,2024-10-02,CUST-00081,PROD-00066,3,0.2,532.27,471.96,60.31
ORD-000801,2025-05-16,2025-05-20,CUST-00293,PROD-00176,5,0.0,2063.7,1508.6,555.1
ORD-000802,2024-02-25,2024-02-26,CUST-00420,PROD-00159,7,0.15,2738.49,2680.93,57.56
ORD-000803,2024-06-09,2024-06-14,CUST-00474,PROD-00015,5,0.05,2252.4,1998.85,253.55
ORD-000804,2024-11-04,2024-11-08,CUST-00440,PROD-00007,1,0.3,154.34,142.32,12.02
ORD-000805,2025-12-23,2025-12-25,CUST-00299,PROD-00040,6,0.05,1558.1,896.52,661.58
ORD-000806,2025-08-25,2025-08-29,CUST-00478,PROD-00103,7,0.15,1586.81,1478.54,108.27
ORD-000807,2025-07-10,2025-07-12,CUST-00276,PROD-00049,3,0.0,1482.72,1189.71,293.01
ORD-000808,2024-03-30,2024-04-02,CUST-00282,PROD-00036,3,0.1,1458.05,1103.28,354.77
ORD-000809,2025-08-22,2025-08-23,CUST-00355,PROD-00204,1,0.1,382.8,263.25,119.55
ORD-000810,2025-08-25,2025-08-29,CUST-00173,PROD-00045,7,0.0,755.3,545.65,209.65
ORD-000811,2025-03-19,2025-03-23,CUST-00278,PROD-00151,7,0.15,968.24,973.91,-5.67
ORD-000812,2025-12-27,2026-01-01,CUST-00114,PROD-00068,3,0.15,1135.8,1051.05,84.75
ORD-000813,2024-09-24,2024-09-27,CUST-00397,PROD-00057,6,0.0,1537.14,1097.82,439.32
ORD-000814,2025-12-03,2025-12-06,CUST-00111,PROD-00107,6,0.0,1506.78,870.48,636.3
ORD-000815,2025-11-21,2025-11-22,CUST-00404,PROD-00025,3,0.05,292.38,199.2,93.18
ORD-000816,2024-01-09,2024-01-15,CUST-00061,PROD-00123,1,0.3,310.76,375.46,-64.7
ORD-000817,2024-12-07,2024-12-09,CUST-00039,PROD-00185,3,0.05,1433.49,1158.21,275.28
ORD-000818,2025-12-21,2025-12-24,CUST-00113,PROD-00169,6,0.0,2140.5,1139.16,1001.34
ORD-000819,2024-03-20,2024-03-21,CUST-00287,PROD-00155,5,0.2,1134.84,938.05,196.79
ORD-000820,2025-02-06,2025-02-12,CUST-00339,PROD-00170,4,0.0,372.08,318.96,53.12
ORD-000821,2025-12-21,2025-12-25,CUST-00493,PROD-00167,7,0.0,1307.32,769.86,537.46
ORD-000822,2025-02-12,2025-02-16,CUST-00176,PROD-00006,4,0.0,2076.88,1392.88,684.0
ORD-000823,2024-05-25,2024-05-26,CUST-00589,PROD-00019,6,0.05,1359.05,794.04,565.01
ORD-000824,2025-03-04,2025-03-08,CUST-00227,PROD-00127,2,0.05,156.31,134.84,21.47
ORD-000825,2024-06-08,2024-06-12,CUST-00243,PROD-00111,4,0.0,439.96,354.52,85.44
ORD-000826,2025-01-15,2025-01-18,CUST-00322,PROD-00120,5,0.0,851.55,546.55,305.0
ORD-000827,2024-02-26,2024-02-29,CUST-00122,PROD-00164,1,0.1,204.7,131.55,73.15
ORD-000828,2025-03-22,2025-03-24,CUST-00007,PROD-00219,5,0.2,854.36,591.8,262.56
ORD-000829,2025-01-13,2025-01-17,CUST-00121,PROD-00124,6,0.15,1719.72,1659.84,59.88
ORD-000830,2025-07-17,2025-07-20,CUST-00001,PROD-00161,4,0.0,788.24,458.4,329.84
ORD-000831,2025-04-10,2025-04-14,CUST-00576,PROD-00043,2,0.1,676.8,505.1,171.7
ORD-000832,2025-02-07,2025-02-12,CUST-00500,PROD-00115,7,0.1,517.17,485.8,31.37
ORD-000833,2025-05-26,2025-05-27,CUST-00600,PROD-00098,3,0.0,1722.99,947.19,775.8
ORD-000834,2024-04-20,2024-04-23,CUST-00141,PROD-00071,1,0.0,611.04,348.28,262.76
ORD-000835,2025-03-14,2025-03-17,CUST-00167,PROD-00087,2,0.0,414.34,256.1,158.24
ORD-000836,2024-05-12,2024-05-14,CUST-00065,PROD-00069,3,0.05,2023.33,1190.79,832.54
ORD-000837,2025-11-26,2025-12-02,CUST-00309,PROD-00091,3,0.1,809.7,516.24,293.46
ORD-000838,2024-02-22,2024-02-27,CUST-00530,PROD-00016,2,0.05,1294.38,794.78,499.6
ORD-000839,2024-11-28,2024-11-30,CUST-00080,PROD-00200,3,0.0,800.07,564.09,235.98
ORD-000840,2025-05-30,2025-05-31,CUST-00503,PROD-00159,4,0.15,1564.85,1531.96,32.89
ORD-000841,2024-12-11,2024-12-14,CUST-00560,PROD-00018,6,0.1,2557.22,1618.2,939.02
ORD-000842,2024-03-11,2024-03-13,CUST-00446,PROD-00084,3,0.0,270.99,224.7,46.29
ORD-000843,2025-02-10,2025-02-16,CUST-00074,PROD-00024,5,0.0,1144.9,979.2,165.7
ORD-000844,2025-04-19,2025-04-20,CUST-00164,PROD-00071,3,0.15,1558.15,1044.84,513.31
ORD-000845,2025-06-08,2025-06-10,CUST-00176,PROD-00205,6,0.1,3119.47,1944.18,1175.29
ORD-000846,2024-10-31,2024-11-01,CUST-00498,PROD-00085,4,0.0,317.88,190.44,127.44
ORD-000847,2025-02-18,2025-02-24,CUST-00463,PROD-00195,6,0.15,3283.48,2352.42,931.06
ORD-000848,2024-12-08,2024-12-12,CUST-00116,PROD-00102,2,0.2,389.63,368.9,20.73
ORD-000849,2025-05-12,2025-05-13,CUST-00567,PROD-00048,3,0.2,646.75,544.65,102.1
ORD-000850,2025-03-05,2025-03-09,CUST-00088,PROD-00010,4,0.1,1608.59,1393.24,215.35
ORD-000851,2025-01-20,2025-01-22,CUST-00239,PROD-00061,4,0.1,705.02,631.8,73.22
ORD-000852,2024-07-27,2024-07-30,CUST-00071,PROD-00175,6,0.0,2427.0,1621.56,805.44
ORD-000853,2024-01-02,2024-01-06,CUST-00248,PROD-00193,3,0.3,529.47,399.93,129.54
ORD-000854,2024-05-13,2024-05-14,CUST-00204,PROD-00085,3,0.15,202.65,142.83,59.82
ORD-000855,2024-03-30,2024-03-31,CUST-00491,PROD-00177,4,0.2,1549.95,1296.44,253.51
ORD-000856,2024-12-07,2024-12-11,CUST-00115,PROD-00160,7,0.15,179.39,155.54,23.85
ORD-000857,2025-03-27,2025-03-30,CUST-00503,PROD-00160,6,0.2,144.72,133.32,11.4
ORD-000858,2024-06-17,2024-06-21,CUST-00032,PROD-00066,3,0.1,598.81,471.96,126.85
ORD-000859,2025-12-02,2025-12-07,CUST-00549,PROD-00201,6,0.2,2615.47,2117.34,498.13
ORD-000860,2024-01-06,2024-01-07,CUST-00344,PROD-00176,1,0.2,330.19,301.72,28.47
ORD-000861,2025-08-15,2025-08-19,CUST-00003,PROD-00214,3,0.15,500.97,472.77,28.2
ORD-000862,2025-04-06,2025-04-10,CUST-00199,PROD-00148,1,0.0,392.59,257.92,134.67
ORD-000863,2024-11-01,2024-11-05,CUST-00408,PROD-00040,5,0.3,956.72,747.1,209.62
ORD-000864,2024-02-08,2024-02-09,CUST-00189,PROD-00076,1,0.05,234.65,132.47,102.18
ORD-000865,2025-04-08,2025-04-13,CUST-00258,PROD-00134,4,0.05,2078.37,1534.24,544.13
ORD-000866,2024-11-06,2024-11-12,CUST-00210,PROD-00040,1,0.0,273.35,149.42,123.93
ORD-000867,2025-12-01,2025-12-05,CUST-00336,PROD-00063,7,0.15,1968.5,1898.75,69.75
ORD-000868,2025-02-01,2025-02-04,CUST-00541,PROD-00023,5,0.1,2098.04,1528.3,569.74
ORD-000869,2025-12-03,2025-12-09,CUST-00112,PROD-00105,5,0.1,1564.78,1444.0,120.78
ORD-000870,2024-06-25,2024-06-30,CUST-00138,PROD-00135,1,0.0,508.0,338.05,169.95
ORD-000871,2025-07-02,2025-07-07,CUST-00362,PROD-00174,2,0.05,419.96,352.04,67.92
ORD-000872,2025-03-31,2025-04-05,CUST-00061,PROD-00051,6,0.05,431.49,249.48,182.01
ORD-000873,2025-07-17,2025-07-20,CUST-00578,PROD-00182,7,0.0,1918.98,1572.13,346.85
ORD-000874,2024-06-19,2024-06-22,CUST-00206,PROD-00030,1,0.05,169.87,145.84,24.03
ORD-000875,2025-05-07,2025-05-12,CUST-00543,PROD-00153,4,0.0,2026.12,1507.0,519.12
ORD-000876,2024-12-30,2025-01-05,CUST-00484,PROD-00191,6,0.05,2601.71,1977.54,624.17
ORD-000877,2025-07-20,2025-07-23,CUST-00323,PROD-00080,2,0.05,397.2,233.76,163.44
ORD-000878,2024-09-26,2024-09-29,CUST-00032,PROD-00177,5,0.1,2179.62,1620.55,559.07
ORD-000879,2025-11-09,2025-11-14,CUST-00479,PROD-00012,5,0.05,2612.93,1743.05,869.88
ORD-000880,2024-03-05,2024-03-07,CUST-00366,PROD-00082,5,0.3,1038.2,1146.3,-108.1
ORD-000881,2025-09-11,2025-09-14,CUST-00585,PROD-00071,6,0.0,3666.24,2089.68,1576.56
ORD-000882,2025-10-23,2025-10-29,CUST-00133,PROD-00157,7,0.2,2838.3,2057.79,780.51
ORD-000883,2025-09-19,2025-09-21,CUST-00022,PROD-00206,1,0.1,85.76,57.5,28.26
ORD-000884,2025-01-10,2025-01-12,CUST-00572,PROD-00198,4,0.05,2309.03,1377.64,931.39
ORD-000885,2024-12-02,2024-12-06,CUST-00301,PROD-00050,2,0.3,359.0,280.38,78.62
ORD-000886,2025-12-30,2026-01-04,CUST-00535,PROD-00099,5,0.05,2348.3,1331.05,1017.25
ORD-000887,2024-07-05,2024-07-10,CUST-00097,PROD-00025,6,0.0,615.54,398.4,217.14
ORD-000888,2025-02-05,2025-02-06,CUST-00188,PROD-00102,2,0.0,487.04,368.9,118.14
ORD-000889,2025-05-11,2025-05-15,CUST-00261,PROD-00217,2,0.2,888.98,663.62,225.36
ORD-000890,2025-06-04,2025-06-09,CUST-00304,PROD-00112,7,0.0,2821.28,1822.87,998.41
ORD-000891,2024-06-07,2024-06-13,CUST-00131,PROD-00025,5,0.05,487.3,332.0,155.3
ORD-000892,2025-04-28,2025-04-29,CUST-00391,PROD-00007,3,0.3,463.01,426.96,36.05
ORD-000893,2025-09-20,2025-09-22,CUST-00011,PROD-00041,6,0.0,1050.06,605.1,444.96
ORD-000894,2024-02-08,2024-02-13,CUST-00196,PROD-00092,1,0.0,132.95,82.36,50.59
ORD-000895,2025-11-19,2025-11-24,CUST-00512,PROD-00116,5,0.15,583.4,480.25,103.15
ORD-000896,2024-01-23,2024-01-28,CUST-00252,PROD-00011,4,0.0,719.84,618.88,100.96
ORD-000897,2024-10-18,2024-10-23,CUST-00077,PROD-00118,4,0.05,274.4,222.52,51.88
ORD-000898,2024-01-13,2024-01-18,CUST-00092,PROD-00011,3,0.1,485.89,464.16,21.73
ORD-000899,2024-02-29,2024-03-03,CUST-00304,PROD-00142,7,0.15,1694.8,1708.28,-13.48
ORD-000900,2025-11-19,2025-11-24,CUST-00205,PROD-00193,2,0.0,504.26,266.62,237.64
ORD-000901,2024-10-17,2024-10-23,CUST-00425,PROD-00173,5,0.1,1205.01,1105.35,99.66
ORD-000902,2024-11-25,2024-11-28,CUST-00254,PROD-00048,7,0.05,1792.04,1270.85,521.19
ORD-000903,2024-06-19,2024-06-22,CUST-00484,PROD-00046,3,0.1,385.45,296.76,88.69
ORD-000904,2025-03-16,2025-03-20,CUST-00004,PROD-00001,2,0.15,68.76,42.8,25.96
ORD-000905,2025-03-14,2025-03-20,CUST-00266,PROD-00138,2,0.05,28.4,18.52,9.88
ORD-000906,2024-10-31,2024-11-02,CUST-00262,PROD-00216,1,0.05,457.67,386.77,70.9
ORD-000907,2024-09-30,2024-10-02,CUST-00361,PROD-00064,6,0.0,2263.32,1479.18,784.14
ORD-000908,2025-11-06,2025-11-07,CUST-00396,PROD-00163,7,0.0,417.06,227.92,189.14
ORD-000909,2024-11-05,2024-11-09,CUST-00464,PROD-00188,4,0.1,1035.83,733.84,301.99
ORD-000910,2024-12-28,2024-12-29,CUST-00256,PROD-00150,7,0.3,2428.0,2663.64,-235.64
ORD-000911,2024-08-23,2024-08-29,CUST-00397,PROD-00155,2,0.0,567.42,375.22,192.2
ORD-000912,2025-08-26,2025-08-30,CUST-00139,PROD-00103,2,0.3,373.37,422.44,-49.07
ORD-000913,2024-11-12,2024-11-17,CUST-00529,PROD-00179,6,0.0,1416.36,824.64,591.72
ORD-000914,2025-01-10,2025-01-15,CUST-00134,PROD-00114,1,0.1,348.38,243.94,104.44
ORD-000915,2024-07-31,2024-08-03,CUST-00232,PROD-00202,7,0.1,2561.52,2322.46,239.06
ORD-000916,2025-12-26,2025-12-31,CUST-00207,PROD-00008,4,0.2,691.33,514.84,176.49
ORD-000917,2024-08-30,2024-08-31,CUST-00321,PROD-00093,6,0.0,1157.94,615.3,542.64
ORD-000918,2025-08-14,2025-08-17,CUST-00441,PROD-00208,1,0.0,456.94,336.12,120.82
ORD-000919,2024-11-26,2024-11-28,CUST-00064,PROD-00048,7,0.1,1697.72,1270.85,426.87
ORD-000920,2024-06-09,2024-06-13,CUST-00098,PROD-00012,4,0.0,2200.36,1394.44,805.92
ORD-000921,2025-09-05,2025-09-11,CUST-00493,PROD-00155,2,0.05,539.05,375.22,163.83
ORD-000922,2024-10-01,2024-10-05,CUST-00163,PROD-00060,5,0.05,1129.64,721.25,408.39
ORD-000923,2025-10-26,2025-10-27,CUST-00317,PROD-00002,1,0.0,442.49,375.15,67.34
ORD-000924,2025-11-21,2025-11-27,CUST-00315,PROD-00040,5,0.0,1366.75,747.1,619.65
ORD-000925,2025-10-22,2025-10-26,CUST-00215,PROD-00088,5,0.0,537.6,296.2,241.4
ORD-000926,2024-01-27,2024-02-02,CUST-00128,PROD-00013,7,0.15,3499.73,2238.88,1260.85
ORD-000927,2025-08-27,2025-08-29,CUST-00348,PROD-00142,1,0.05,270.6,244.04,26.56
ORD-000928,2024-11-19,2024-11-24,CUST-00290,PROD-00179,6,0.15,1203.91,824.64,379.27
ORD-000929,2025-11-01,2025-11-07,CUST-00421,PROD-00007,2,0.1,396.86,284.64,112.22
ORD-000930,2025-04-16,2025-04-20,CUST-00389,PROD-00160,7,0.0,211.05,155.54,55.51
ORD-000931,2025-10-01,2025-10-05,CUST-00293,PROD-00078,3,0.1,323.95,297.48,26.47
ORD-000932,2024-12-31,2025-01-03,CUST-00527,PROD-00172,2,0.0,282.28,194.28,88.0
ORD-000933,2025-01-27,2025-01-29,CUST-00044,PROD-00020,5,0.05,1053.88,683.65,370.23
ORD-000934,2024-04-20,2024-04-24,CUST-00083,PROD-00031,2,0.05,313.88,239.34,74.54
ORD-000935,2025-08-24,2025-08-26,CUST-00252,PROD-00068,5,0.15,1892.99,1751.75,141.24
ORD-000936,2024-11-23,2024-11-27,CUST-00464,PROD-00173,2,0.1,482.0,442.14,39.86
ORD-000937,2024-12-31,2025-01-02,CUST-00385,PROD-00039,7,0.05,847.94,681.87,166.07
ORD-000938,2025-08-25,2025-08-28,CUST-00075,PROD-00088,2,0.15,182.78,118.48,64.3
ORD-000939,2025-03-17,2025-03-19,CUST-00406,PROD-00060,4,0.3,665.9,577.0,88.9
ORD-000940,2024-06-04,2024-06-09,CUST-00062,PROD-00071,4,0.1,2199.74,1393.12,806.62
ORD-000941,2025-03-10,2025-03-12,CUST-00584,PROD-00078,5,0.0,599.9,495.8,104.1
ORD-000942,2024-11-17,2024-11-23,CUST-00558,PROD-00072,2,0.1,824.13,657.88,166.25
ORD-000943,2024-12-17,2024-12-18,CUST-00585,PROD-00102,6,0.2,1168.9,1106.7,62.2
ORD-000944,2024-01-22,2024-01-26,CUST-00062,PROD-00020,1,0.05,210.78,136.73,74.05
ORD-000945,2024-06-14,2024-06-19,CUST-00195,PROD-00198,6,0.1,3281.26,2066.46,1214.8
ORD-000946,2024-08-22,2024-08-27,CUST-00456,PROD-00202,2,0.3,569.23,663.56,-94.33
ORD-000947,2025-06-18,2025-06-23,CUST-00337,PROD-00032,3,0.0,860.82,707.19,153.63
ORD-000948,2024-01-09,2024-01-10,CUST-00191,PROD-00029,2,0.05,721.56,529.28,192.28
ORD-000949,2024-11-17,2024-11-18,CUST-00485,PROD-00072,5,0.1,2060.33,1644.7,415.63
ORD-000950,2025-11-25,2025-11-30,CUST-00023,PROD-00162,3,0.2,344.02,339.33,4.69
ORD-000951,2024-03-26,2024-03-27,CUST-00160,PROD-00117,5,0.1,918.41,801.75,116.66
ORD-000952,2025-01-13,2025-01-19,CUST-00581,PROD-00136,7,0.0,1585.57,1066.66,518.91
ORD-000953,2025-08-26,2025-08-28,CUST-00177,PROD-00105,5,0.1,1564.78,1444.0,120.78
ORD-000954,2025-12-04,2025-12-09,CUST-00132,PROD-00044,3,0.05,1520.39,890.55,629.84
ORD-000955,2025-07-25,2025-07-28,CUST-00126,PROD-00183,3,0.0,1001.61,657.51,344.1
ORD-000956,2025-06-26,2025-06-29,CUST-00137,PROD-00158,1,0.2,68.97,59.49,9.48
ORD-000957,2025-09-26,2025-09-28,CUST-00326,PROD-00128,6,0.15,1984.36,1838.16,146.2
ORD-000958,2024-12-05,2024-12-06,CUST-00377,PROD-00101,7,0.0,3890.67,2199.54,1691.13
ORD-000959,2025-09-10,2025-09-16,CUST-00441,PROD-00126,6,0.1,2814.32,1831.26,983.06
ORD-000960,2024-01-07,2024-01-13,CUST-00485,PROD-00083,7,0.05,3260.56,2125.69,1134.87
ORD-000961,2025-11-25,2025-11-26,CUST-00110,PROD-00052,7,0.05,1421.44,1062.95,358.49
ORD-000962,2024-12-04,2024-12-10,CUST-00319,PROD-00199,4,0.15,1965.91,1223.04,742.87
ORD-000963,2025-02-10,2025-02-13,CUST-00505,PROD-00028,2,0.0,35.86,21.92,13.94
ORD-000964,2024-08-01,2024-08-04,CUST-00436,PROD-00132,5,0.2,1024.0,736.55,287.45
ORD-000965,2025-07-20,2025-07-23,CUST-00165,PROD-00097,1,0.1,250.78,194.6,56.18
ORD-000966,2024-02-28,2024-03-01,CUST-00514,PROD-00033,4,0.1,603.83,459.48,144.35
ORD-000967,2025-10-31,2025-11-01,CUST-00574,PROD-00043,5,0.0,1880.0,1262.75,617.25
ORD-000968,2025-09-27,2025-10-03,CUST-00333,PROD-00188,7,0.05,1913.4,1284.22,629.18
ORD-000969,2024-06-20,2024-06-22,CUST-00171,PROD-00196,5,0.0,1757.45,1137.1,620.35
ORD-000970,2025-09-13,2025-09-16,CUST-00087,PROD-00031,1,0.0,165.2,119.67,45.53
ORD-000971,2025-08-26,2025-08-27,CUST-00496,PROD-00156,2,0.0,100.68,55.08,45.6
ORD-000972,2025-04-11,2025-04-15,CUST-00263,PROD-00037,5,0.0,1322.65,1118.45,204.2
ORD-000973,2024-11-01,2024-11-03,CUST-00118,PROD-00014,3,0.05,1215.55,808.35,407.2
ORD-000974,2024-08-14,2024-08-16,CUST-00104,PROD-00141,7,0.2,2044.22,1594.46,449.76
ORD-000975,2024-07-08,2024-07-12,CUST-00156,PROD-00068,4,0.15,1514.39,1401.4,112.99
ORD-000976,2024-09-19,2024-09-25,CUST-00528,PROD-00053,6,0.15,1294.94,1268.82,26.12
ORD-000977,2025-11-15,2025-11-16,CUST-00340,PROD-00154,2,0.2,372.88,311.5,61.38
ORD-000978,2024-02-29,2024-03-05,CUST-00581,PROD-00209,1,0.05,433.15,347.62,85.53
ORD-000979,2025-09-28,2025-10-02,CUST-00119,PROD-00007,7,0.05,1466.19,996.24,469.95
ORD-000980,2024-10-13,2024-10-16,CUST-00478,PROD-00158,3,0.2,206.9,178.47,28.43
ORD-000981,2025-01-17,2025-01-18,CUST-00187,PROD-00194,3,0.0,1316.19,809.46,506.73
ORD-000982,2025-09-01,2025-09-07,CUST-00052,PROD-00007,5,0.15,937.04,711.6,225.44
ORD-000983,2025-11-06,2025-11-09,CUST-00573,PROD-00109,5,0.0,98.2,81.05,17.15
ORD-000984,2024-10-09,2024-10-11,CUST-00303,PROD-00048,3,0.1,727.6,544.65,182.95
ORD-000985,2024-12-13,2024-12-18,CUST-00469,PROD-00041,6,0.05,997.56,605.1,392.46
ORD-000986,2024-11-20,2024-11-23,CUST-00590,PROD-00041,4,0.15,595.03,403.4,191.63
ORD-000987,2024-01-11,2024-01-13,CUST-00278,PROD-00176,5,0.1,1857.33,1508.6,348.73
ORD-000988,2024-09-02,2024-09-06,CUST-00464,PROD-00049,7,0.0,3459.68,2775.99,683.69
ORD-000989,2024-12-12,2024-12-13,CUST-00021,PROD-00026,1,0.0,424.54,246.3,178.24
ORD-000990,2024-11-19,2024-11-25,CUST-00285,PROD-00020,4,0.2,709.98,546.92,163.06
ORD-000991,2025-06-27,2025-06-28,CUST-00396,PROD-00120,1,0.15,144.76,109.31,35.45
ORD-000992,2024-11-06,2024-11-08,CUST-00245,PROD-00004,4,0.05,116.47,97.2,19.27
ORD-000993,2024-12-26,2024-12-27,CUST-00220,PROD-00071,4,0.2,1955.33,1393.12,562.21
ORD-000994,2024-11-27,2024-11-30,CUST-00334,PROD-00013,4,0.05,2235.12,1279.36,955.76
ORD-000995,2025-07-18,2025-07-23,CUST-00400,PROD-00140,2,0.05,591.64,519.58,72.06
ORD-000996,2025-10-24,2025-10-28,CUST-00093,PROD-00024,6,0.05,1305.19,1175.04,130.15
ORD-000997,2025-01-24,2025-01-26,CUST-00477,PROD-00214,4,0.0,785.84,630.36,155.48
ORD-000998,2025-08-28,2025-09-03,CUST-00034,PROD-00176,1,0.05,392.1,301.72,90.38
ORD-000999,2024-09-03,2024-09-05,CUST-00500,PROD-00110,4,0.2,1330.3,1258.92,71.38
ORD-001000,2025-02-01,2025-02-02,CUST-00418,PROD-00212,7,0.0,4131.96,2522.45,1609.51
ORD-001001,2024-10-10,2024-10-14,CUST-00320,PROD-00212,5,0.05,2803.83,1801.75,1002.08
ORD-001002,2024-11-20,2024-11-26,CUST-00216,PROD-00037,7,0.05,1759.12,1565.83,193.29
ORD-001003,2025-07-09,2025-07-15,CUST-00277,PROD-00189,6,0.0,3776.4,2064.06,1712.34
ORD-001004,2025-11-05,2025-11-06,CUST-00478,PROD-00208,3,0.0,1370.82,1008.36,362.46
ORD-001005,2024-04-03,2024-04-06,CUST-00142,PROD-00078,2,0.2,191.97,198.32,-6.35
ORD-001006,2025-04-13,2025-04-16,CUST-00146,PROD-00054,4,0.15,1191.53,1035.8,155.73
ORD-001007,2025-03-04,2025-03-05,CUST-00400,PROD-00156,4,0.05,191.29,110.16,81.13
ORD-001008,2024-03-31,2024-04-01,CUST-00112,PROD-00144,6,0.2,766.37,541.56,224.81
ORD-001009,2024-06-16,2024-06-21,CUST-00593,PROD-00197,6,0.1,698.76,541.32,157.44
ORD-001010,2024-09-14,2024-09-19,CUST-00492,PROD-00164,6,0.0,1364.64,789.3,575.34
ORD-001011,2024-05-08,2024-05-13,CUST-00512,PROD-00085,6,0.1,429.14,285.66,143.48
ORD-001012,2024-07-21,2024-07-23,CUST-00595,PROD-00102,6,0.1,1315.01,1106.7,208.31
ORD-001013,2024-08-11,2024-08-12,CUST-00380,PROD-00140,7,0.2,1743.78,1818.53,-74.75
ORD-001014,2024-10-02,2024-10-05,CUST-00262,PROD-00215,3,0.0,615.48,520.92,94.56
ORD-001015,2025-07-28,2025-07-29,CUST-00122,PROD-00149,4,0.3,840.64,674.72,165.92
ORD-001016,2025-02-24,2025-02-26,CUST-00221,PROD-00136,6,0.0,1359.06,914.28,444.78
ORD-001017,2025-12-25,2025-12-31,CUST-00474,PROD-00141,4,0.0,1460.16,911.12,549.04
ORD-001018,2024-11-20,2024-11-26,CUST-00153,PROD-00190,7,0.05,1894.58,1697.22,197.36
